0	3
1	4
2	3
3	2
4	0
5	0
6	3
7	2
8	4
9	2
10	0
11	3
12	2
13	5
14	4
15	5
16	2
17	1
18	3
19	0
20	0
21	2
22	5
23	2
24	5
25	2
26	2
27	5
28	6
29	0
30	0
31	4
32	2
33	1
34	6
35	6
36	6
37	5
38	0
39	2
40	6
41	5
42	5
43	5
44	6
45	5
46	5
47	5
48	1
49	1
50	1
51	1
52	1
53	4
54	3
55	3
56	3
57	3
58	3
59	0
60	0
61	4
62	3
63	2
64	3
65	1
66	3
67	3
68	3
69	3
70	2
71	3
72	5
73	0
74	4
75	3
76	4
77	0
78	3
79	3
80	4
81	0
82	3
83	3
84	4
85	3
86	5
87	2
88	2
89	4
90	3
91	2
92	5
93	1
94	3
95	5
96	5
97	4
98	5
99	3
100	3
101	3
102	6
103	2
104	5
105	2
106	3
107	0
108	4
109	0
110	3
111	0
112	5
113	4
114	2
115	3
116	1
117	3
118	2
119	3
120	5
121	2
122	1
123	0
124	3
125	2
126	3
127	4
128	4
129	3
130	2
131	0
132	4
133	2
134	2
135	1
136	4
137	6
138	2
139	0
140	3
141	3
142	3
143	4
144	1
145	3
146	3
147	2
148	5
149	3
150	3
151	0
152	2
153	5
154	4
155	4
156	2
157	2
158	0
159	5
160	4
161	4
162	3
163	1
164	3
165	3
166	5
167	5
168	3
169	5
170	6
171	3
172	6
173	3
174	3
175	4
176	3
177	5
178	2
179	2
180	4
181	3
182	4
183	2
184	0
185	4
186	5
187	3
188	3
189	1
190	0
191	0
192	5
193	6
194	0
195	5
196	4
197	2
198	2
199	2
200	0
201	3
202	2
203	0
204	3
205	6
206	3
207	3
208	3
209	2
210	5
211	3
212	4
213	0
214	4
215	0
216	0
217	3
218	2
219	2
220	6
221	0
222	3
223	3
224	6
225	6
226	3
227	3
228	1
229	2
230	5
231	3
232	2
233	3
234	3
235	2
236	3
237	3
238	0
239	3
240	3
241	3
242	4
243	3
244	3
245	3
246	6
247	4
248	3
249	3
250	2
251	0
252	2
253	3
254	0
255	3
256	0
257	2
258	3
259	2
260	3
261	5
262	3
263	0
264	5
265	5
266	3
267	4
268	1
269	1
270	3
271	0
272	1
273	3
274	0
275	5
276	3
277	3
278	3
279	4
280	5
281	3
282	0
283	0
284	6
285	1
286	2
287	2
288	4
289	3
290	4
291	3
292	3
293	5
294	4
295	5
296	6
297	4
298	4
299	0
300	5
301	2
302	6
303	4
304	3
305	4
306	2
307	3
308	4
309	5
310	2
311	0
312	2
313	5
314	2
315	4
316	4
317	2
318	0
319	3
320	3
321	0
322	3
323	1
324	3
325	4
326	0
327	3
328	3
329	3
330	4
331	4
332	3
333	3
334	3
335	4
336	4
337	2
338	4
339	3
340	2
341	5
342	2
343	4
344	6
345	4
346	0
347	5
348	3
349	5
350	3
351	3
352	6
353	2
354	6
355	2
356	4
357	0
358	2
359	4
360	1
361	3
362	3
363	4
364	3
365	5
366	3
367	0
368	2
369	2
370	4
371	3
372	0
373	5
374	6
375	3
376	3
377	5
378	2
379	4
380	6
381	6
382	4
383	3
384	3
385	3
386	2
387	3
388	6
389	4
390	4
391	3
392	3
393	3
394	2
395	2
396	4
397	1
398	5
399	3
400	4
401	4
402	6
403	2
404	6
405	4
406	1
407	3
408	0
409	1
410	5
411	2
412	2
413	2
414	3
415	4
416	3
417	3
418	0
419	6
420	5
421	3
422	2
423	4
424	3
425	0
426	1
427	4
428	1
429	3
430	3
431	4
432	3
433	0
434	6
435	5
436	5
437	2
438	3
439	2
440	2
441	5
442	5
443	0
444	3
445	3
446	3
447	3
448	0
449	5
450	4
451	4
452	4
453	4
454	0
455	3
456	6
457	3
458	0
459	4
460	4
461	4
462	1
463	3
464	3
465	3
466	3
467	0
468	5
469	3
470	5
471	2
472	5
473	2
474	3
475	0
476	5
477	3
478	3
479	3
480	0
481	4
482	1
483	4
484	1
485	1
486	2
487	3
488	4
489	2
490	3
491	2
492	4
493	6
494	2
495	6
496	3
497	5
498	5
499	0
500	2
501	3
502	5
503	1
504	0
505	3
506	3
507	1
508	4
509	1
510	0
511	3
512	3
513	2
514	4
515	4
516	2
517	3
518	3
519	3
520	3
521	0
522	5
523	5
524	0
525	4
526	0
527	5
528	2
529	3
530	3
531	3
532	2
533	4
534	1
535	2
536	2
537	1
538	2
539	4
540	1
541	0
542	4
543	4
544	4
545	4
546	5
547	0
548	3
549	3
550	0
551	5
552	3
553	2
554	1
555	0
556	6
557	3
558	6
559	2
560	0
561	3
562	3
563	3
564	3
565	1
566	2
567	2
568	2
569	5
570	5
571	3
572	4
573	3
574	3
575	3
576	3
577	6
578	3
579	0
580	3
581	0
582	1
583	5
584	2
585	0
586	4
587	2
588	3
589	4
590	0
591	5
592	3
593	0
594	2
595	6
596	3
597	4
598	5
599	4
600	2
601	0
602	0
603	4
604	4
605	4
606	2
607	2
608	4
609	3
610	2
611	4
612	0
613	3
614	5
615	0
616	2
617	3
618	4
619	6
620	3
621	4
622	2
623	4
624	2
625	2
626	2
627	3
628	0
629	3
630	3
631	3
632	3
633	4
634	3
635	4
636	4
637	3
638	4
639	5
640	3
641	1
642	3
643	4
644	3
645	2
646	0
647	0
648	2
649	5
650	2
651	6
652	2
653	1
654	4
655	2
656	4
657	5
658	6
659	3
660	6
661	2
662	3
663	2
664	3
665	2
666	3
667	0
668	2
669	0
670	4
671	0
672	4
673	0
674	0
675	4
676	5
677	6
678	0
679	4
680	1
681	3
682	5
683	2
684	1
685	1
686	1
687	2
688	1
689	2
690	4
691	3
692	1
693	3
694	3
695	3
696	3
697	3
698	1
699	4
700	2
701	6
702	2
703	3
704	2
705	2
706	3
707	2
708	3
709	1
710	3
711	2
712	3
713	3
714	2
715	5
716	2
717	4
718	2
719	5
720	0
721	2
722	3
723	0
724	1
725	4
726	1
727	3
728	4
729	0
730	2
731	4
732	1
733	1
734	3
735	0
736	6
737	3
738	4
739	2
740	0
741	6
742	3
743	3
744	0
745	2
746	4
747	2
748	5
749	0
750	0
751	6
752	1
753	5
754	2
755	5
756	2
757	2
758	2
759	2
760	2
761	2
762	2
763	2
764	2
765	2
766	2
767	2
768	2
769	2
770	2
771	2
772	5
773	2
774	1
775	1
776	1
777	4
778	1
779	1
780	1
781	1
782	3
783	4
784	4
785	1
786	3
787	3
788	3
789	3
790	3
791	3
792	3
793	3
794	3
795	3
796	3
797	3
798	3
799	3
800	2
801	2
802	2
803	6
804	6
805	5
806	0
807	3
808	5
809	0
810	3
811	3
812	1
813	3
814	3
815	3
816	3
817	3
818	3
819	3
820	3
821	3
822	3
823	3
824	3
825	3
826	3
827	5
828	5
829	5
830	2
831	2
832	2
833	4
834	4
835	0
836	3
837	2
838	5
839	6
840	5
841	0
842	0
843	6
844	6
845	6
846	6
847	0
848	0
849	0
850	3
851	0
852	0
853	3
854	3
855	3
856	3
857	3
858	3
859	3
860	3
861	3
862	5
863	5
864	5
865	5
866	5
867	5
868	4
869	4
870	4
871	4
872	4
873	4
874	6
875	5
876	6
877	3
878	0
879	5
880	0
881	4
882	3
883	3
884	2
885	2
886	1
887	3
888	3
889	3
890	3
891	3
892	3
893	3
894	4
895	3
896	3
897	3
898	3
899	3
900	0
901	3
902	3
903	6
904	3
905	6
906	0
907	4
908	6
909	5
910	1
911	3
912	3
913	5
914	6
915	3
916	3
917	3
918	3
919	3
920	3
921	3
922	4
923	3
924	3
925	4
926	3
927	0
928	1
929	0
930	6
931	0
932	0
933	0
934	0
935	0
936	5
937	5
938	5
939	3
940	3
941	3
942	0
943	0
944	0
945	0
946	0
947	0
948	3
949	1
950	1
951	1
952	1
953	1
954	1
955	1
956	0
957	1
958	3
959	1
960	1
961	0
962	5
963	5
964	5
965	5
966	1
967	1
968	3
969	6
970	5
971	3
972	0
973	3
